measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,7,Democratic People's Republic of Korea,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0027887094035749,0.003635754212617,0.0021647349864175
6,Incidence,7,Democratic People's Republic of Korea,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0020580637457646,0.0025433999940732,0.0016936472935211
6,Incidence,7,Democratic People's Republic of Korea,1,Male,22,All ages,515,Asthma,3,Rate,1990,896.29547394159,1148.7705460664001,708.71180881384
6,Incidence,7,Democratic People's Republic of Korea,2,Female,22,All ages,515,Asthma,3,Rate,1990,686.25627065723,837.73849062031,573.42693701137
6,Incidence,7,Democratic People's Republic of Korea,1,Male,22,All ages,515,Asthma,1,Number,2017,66914.47897042042,82331.4561095204,56103.270978706176
6,Incidence,7,Democratic People's Republic of Korea,2,Female,22,All ages,515,Asthma,1,Number,2017,63926.54556646606,75616.5305287627,55396.608013902354
6,Incidence,7,Democratic People's Republic of Korea,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0015538678958628,0.0019249121383337,0.0012700792083554
6,Incidence,7,Democratic People's Republic of Korea,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0013290615379253,0.001582554607347,0.0011263174527472
6,Incidence,7,Democratic People's Republic of Korea,1,Male,22,All ages,515,Asthma,3,Rate,2017,517.91052936424,637.23619570974,434.23299738299
6,Incidence,7,Democratic People's Republic of Korea,2,Female,22,All ages,515,Asthma,3,Rate,2017,484.23937893432,572.79024630456,419.62566289194
6,Incidence,30,Vanuatu,1,Male,22,All ages,515,Asthma,1,Number,1990,510.4659642440748,627.7606798213285,416.7648481999343
6,Incidence,30,Vanuatu,2,Female,22,All ages,515,Asthma,1,Number,1990,472.10919174330735,565.2662653919375,398.5244797180538
6,Incidence,30,Vanuatu,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.001075881969481,0.0013219100287297,0.0008731171799691
6,Incidence,30,Vanuatu,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0010281867223902,0.0012572864739517,0.0008578073338297
6,Incidence,30,Vanuatu,1,Male,22,All ages,515,Asthma,3,Rate,1990,651.92481687982,801.72390502649,532.2575183774201
6,Incidence,30,Vanuatu,2,Female,22,All ages,515,Asthma,3,Rate,1990,638.62585128251,764.6401642895601,539.08722720917
6,Incidence,30,Vanuatu,1,Male,22,All ages,515,Asthma,1,Number,2017,610.5634100384447,737.38747509976,501.5013128024996
6,Incidence,30,Vanuatu,2,Female,22,All ages,515,Asthma,1,Number,2017,580.0653831500643,687.7305850061801,496.242503299364
6,Incidence,30,Vanuatu,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0008265921553062,0.0010110618380057,0.0006757522378074
6,Incidence,30,Vanuatu,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0007668920064606,0.0009174645581879,0.0006424022940988
6,Incidence,30,Vanuatu,1,Male,22,All ages,515,Asthma,3,Rate,2017,419.72609499528,506.91011012691,344.75237820809
6,Incidence,30,Vanuatu,2,Female,22,All ages,515,Asthma,3,Rate,2017,408.70130360166996,484.55983546608,349.64154712976
6,Incidence,14,Maldives,1,Male,22,All ages,515,Asthma,1,Number,1990,940.175553681126,1199.8998388477044,753.3666591678
6,Incidence,14,Maldives,2,Female,22,All ages,515,Asthma,1,Number,1990,980.0108187995514,1223.5562805865834,786.9086492370832
6,Incidence,14,Maldives,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0015628073441156,0.0020244682313987,0.0012341562508367
6,Incidence,14,Maldives,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0016995766844762,0.0021174788866576,0.0013396033245701
6,Incidence,14,Maldives,1,Male,22,All ages,515,Asthma,3,Rate,1990,825.88223728998,1054.03289795336,661.78293993826
6,Incidence,14,Maldives,2,Female,22,All ages,515,Asthma,3,Rate,1990,903.91134828679,1128.54509978221,725.8038834527499
6,Incidence,14,Maldives,1,Male,22,All ages,515,Asthma,1,Number,2017,739.7143326751595,944.7492457533332,583.352251300797
6,Incidence,14,Maldives,2,Female,22,All ages,515,Asthma,1,Number,2017,568.0845124594,708.4529025149732,466.61306732958025
6,Incidence,14,Maldives,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0006343969918706,0.0008368774618192,0.0004910430152765
6,Incidence,14,Maldives,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0006591494664923,0.0008366403887283,0.000531566341419
6,Incidence,14,Maldives,1,Male,22,All ages,515,Asthma,3,Rate,2017,274.40778813498997,350.46847062137,216.40300033677002
6,Incidence,14,Maldives,2,Female,22,All ages,515,Asthma,3,Rate,2017,303.0462965484,377.92621287395997,248.91606596197
6,Incidence,23,Kiribati,1,Male,22,All ages,515,Asthma,1,Number,1990,339.8003174201382,409.15916570597176,283.3476214070855
6,Incidence,23,Kiribati,2,Female,22,All ages,515,Asthma,1,Number,1990,342.27537511988834,397.33565717044047,296.4546116920453
6,Incidence,23,Kiribati,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0015551179803473,0.0018863297153927,0.001269799533078
6,Incidence,23,Kiribati,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0015605172294242,0.0018482244996172,0.0013231997732287
6,Incidence,23,Kiribati,1,Male,22,All ages,515,Asthma,3,Rate,1990,920.67606934119,1108.60123756544,767.71963109058
6,Incidence,23,Kiribati,2,Female,22,All ages,515,Asthma,3,Rate,1990,912.7639395229199,1059.59612088596,790.5712736798199
6,Incidence,23,Kiribati,1,Male,22,All ages,515,Asthma,1,Number,2017,308.2159592416508,359.50221251490746,260.7310297036672
6,Incidence,23,Kiribati,2,Female,22,All ages,515,Asthma,1,Number,2017,338.8770276461775,382.24941747967375,299.28425483363696
6,Incidence,23,Kiribati,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0010370173395869,0.0012227325489798,0.0008631019571958
6,Incidence,23,Kiribati,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0010815096865817,0.0012419530152028,0.0009273465464951
6,Incidence,23,Kiribati,1,Male,22,All ages,515,Asthma,3,Rate,2017,544.34030906483,634.9169781842,460.47715907018
6,Incidence,23,Kiribati,2,Female,22,All ages,515,Asthma,3,Rate,2017,577.0959487246299,650.9576401862,509.67081534336
6,Incidence,34,Azerbaijan,1,Male,22,All ages,515,Asthma,1,Number,1990,16819.14133905602,21535.585415800637,13572.817701949516
6,Incidence,34,Azerbaijan,2,Female,22,All ages,515,Asthma,1,Number,1990,17055.47930768915,20760.22037121845,14185.45301547171
6,Incidence,34,Azerbaijan,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0014631983138743,0.0018795993826173,0.0011691755693915
6,Incidence,34,Azerbaijan,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0013639525187016,0.0016780584987965,0.0011270036724701
6,Incidence,34,Azerbaijan,1,Male,22,All ages,515,Asthma,3,Rate,1990,470.62223678594006,602.59469699228,379.78572732167004
6,Incidence,34,Azerbaijan,2,Female,22,All ages,515,Asthma,3,Rate,1990,454.49497772000996,553.2190403365299,378.01442198745
6,Incidence,34,Azerbaijan,1,Male,22,All ages,515,Asthma,1,Number,2017,17546.376565616043,22169.773719628683,14370.004105812475
6,Incidence,34,Azerbaijan,2,Female,22,All ages,515,Asthma,1,Number,2017,17175.18979560987,20920.9194391772,14501.757933694647
6,Incidence,34,Azerbaijan,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0011526402779551,0.0014481426705074,0.0009373662964723
6,Incidence,34,Azerbaijan,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0010464639590465,0.0012726916928745,0.0008797675866576
6,Incidence,34,Azerbaijan,1,Male,22,All ages,515,Asthma,3,Rate,2017,345.71687217841,436.81182827642,283.13269432435004
6,Incidence,34,Azerbaijan,2,Female,22,All ages,515,Asthma,3,Rate,2017,338.1500521458,411.89704937666,285.51476052614004
6,Incidence,25,Micronesia (Federated States of),1,Male,22,All ages,515,Asthma,1,Number,1990,359.8623074855882,441.97684572392,290.5381592833502
6,Incidence,25,Micronesia (Federated States of),2,Female,22,All ages,515,Asthma,1,Number,1990,332.6182310680895,392.744547335799,283.0785854613956
6,Incidence,25,Micronesia (Federated States of),1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0012435216618602,0.0015402592538918,0.000987346204401
6,Incidence,25,Micronesia (Federated States of),2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0011933539877849,0.0014298454618972,0.0009889083937463
6,Incidence,25,Micronesia (Federated States of),1,Male,22,All ages,515,Asthma,3,Rate,1990,678.28347213782,833.0563754142199,547.6184289601699
6,Incidence,25,Micronesia (Federated States of),2,Female,22,All ages,515,Asthma,3,Rate,1990,659.60965504804,778.84514795923,561.36841179176
6,Incidence,25,Micronesia (Federated States of),1,Male,22,All ages,515,Asthma,1,Number,2017,190.9758008028004,234.62438335092463,159.7528763723696
6,Incidence,25,Micronesia (Federated States of),2,Female,22,All ages,515,Asthma,1,Number,2017,199.14915371645608,237.094087566263,170.72105384215956
6,Incidence,25,Micronesia (Federated States of),1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0007594391478445,0.0009269281752927,0.0006220565727083
6,Incidence,25,Micronesia (Federated States of),2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0007854402973054,0.0009416864035991,0.0006674536002397
6,Incidence,25,Micronesia (Federated States of),1,Male,22,All ages,515,Asthma,3,Rate,2017,363.28662758164,446.31780894582005,303.89234374103995
6,Incidence,25,Micronesia (Federated States of),2,Female,22,All ages,515,Asthma,3,Rate,2017,393.48187483508,468.45404234413,337.31321015442
6,Incidence,18,Thailand,1,Male,22,All ages,515,Asthma,1,Number,1990,186736.6694627552,234985.46425221607,148510.96119186096
6,Incidence,18,Thailand,2,Female,22,All ages,515,Asthma,1,Number,1990,170535.6113358926,201508.15917141063,145241.09252485173
6,Incidence,18,Thailand,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0011807326791885,0.0014806715032355,0.0009365080677497
6,Incidence,18,Thailand,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0010929442068627,0.0013126294703915,0.0009111811229294
6,Incidence,18,Thailand,1,Male,22,All ages,515,Asthma,3,Rate,1990,663.43329126562,834.8503826107001,527.62596685483
6,Incidence,18,Thailand,2,Female,22,All ages,515,Asthma,3,Rate,1990,595.91178917362,704.14083442316,507.52378714344997
6,Incidence,18,Thailand,1,Male,22,All ages,515,Asthma,1,Number,2017,133267.27938846362,159292.0608393337,114059.51282381517
6,Incidence,18,Thailand,2,Female,22,All ages,515,Asthma,1,Number,2017,120308.96036268253,141291.4817667812,103987.22058362736
6,Incidence,18,Thailand,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0008319239181315,0.0010009088836866,0.0006956866709909
6,Incidence,18,Thailand,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0007046526723955,0.0008397917909649,0.0005971204315757
6,Incidence,18,Thailand,1,Male,22,All ages,515,Asthma,3,Rate,2017,412.35884840842994,492.88535842953996,352.92571120144
6,Incidence,18,Thailand,2,Female,22,All ages,515,Asthma,3,Rate,2017,350.43049856161997,411.54743793631,302.88927311237
6,Incidence,46,Croatia,1,Male,22,All ages,515,Asthma,1,Number,1990,17852.703137331016,21569.748026711044,15046.165498177586
6,Incidence,46,Croatia,2,Female,22,All ages,515,Asthma,1,Number,1990,19281.414160056345,22551.287356197667,16129.377820665526
6,Incidence,46,Croatia,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0022873230946023,0.0027721758058581,0.001913845086686
6,Incidence,46,Croatia,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0021834949977626,0.0025698164039109,0.0018277794680048
6,Incidence,46,Croatia,1,Male,22,All ages,515,Asthma,3,Rate,1990,755.10932614543,912.3278291408001,636.4022189246999
6,Incidence,46,Croatia,2,Female,22,All ages,515,Asthma,3,Rate,1990,772.14003350378,903.08478570209,645.91415481567
6,Incidence,46,Croatia,1,Male,22,All ages,515,Asthma,1,Number,2017,10013.107798823412,11969.014862753602,8483.413190137799
6,Incidence,46,Croatia,2,Female,22,All ages,515,Asthma,1,Number,2017,10494.82653227664,12349.339758137105,8934.981371261176
6,Incidence,46,Croatia,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0015140745299959,0.0018134318588797,0.0012741987563629
6,Incidence,46,Croatia,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.001342229956199,0.0015886527769334,0.0011339034897884
6,Incidence,46,Croatia,1,Male,22,All ages,515,Asthma,3,Rate,2017,482.28620052192997,576.4934142451,408.60771671808
6,Incidence,46,Croatia,2,Female,22,All ages,515,Asthma,3,Rate,2017,474.84942962201,558.75882486719,404.27259991179
6,Incidence,41,Uzbekistan,1,Male,22,All ages,515,Asthma,1,Number,1990,66428.93765455935,83675.02216477098,53876.57856405325
6,Incidence,41,Uzbekistan,2,Female,22,All ages,515,Asthma,1,Number,1990,76770.78733146821,95187.4218439284,62566.28659241316
6,Incidence,41,Uzbekistan,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0019862892289957,0.0025092562464886,0.0015854555961982
6,Incidence,41,Uzbekistan,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0020583297063317,0.0025420855582309,0.0016578894421021
6,Incidence,41,Uzbekistan,1,Male,22,All ages,515,Asthma,3,Rate,1990,641.21867010148,807.68996656571,520.0545014901201
6,Incidence,41,Uzbekistan,2,Female,22,All ages,515,Asthma,3,Rate,1990,724.31572456298,898.07267606212,590.29934147651
6,Incidence,41,Uzbekistan,1,Male,22,All ages,515,Asthma,1,Number,2017,79062.3048685822,100009.73443687856,64122.13760534437
6,Incidence,41,Uzbekistan,2,Female,22,All ages,515,Asthma,1,Number,2017,89329.76972171037,110100.61936778756,74321.38747457365
6,Incidence,41,Uzbekistan,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0017534582378201,0.002209361128404,0.0014172860897774
6,Incidence,41,Uzbekistan,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.00173713051045,0.0021242716169959,0.0014333526209209
6,Incidence,41,Uzbekistan,1,Male,22,All ages,515,Asthma,3,Rate,2017,496.88051542478,628.5282028786199,402.98649067266
6,Incidence,41,Uzbekistan,2,Female,22,All ages,515,Asthma,3,Rate,2017,557.12485545325,686.66685072272,463.52176192607
6,Incidence,39,Tajikistan,1,Male,22,All ages,515,Asthma,1,Number,1990,13863.243292130262,18337.71026375943,10851.569121793756
6,Incidence,39,Tajikistan,2,Female,22,All ages,515,Asthma,1,Number,1990,13330.561722262244,17179.995967787592,10708.646881421331
6,Incidence,39,Tajikistan,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0014112800127926,0.0018468674196959,0.001093482061723
6,Incidence,39,Tajikistan,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0013136532772537,0.0016770794248805,0.001040351705255
6,Incidence,39,Tajikistan,1,Male,22,All ages,515,Asthma,3,Rate,1990,518.83288699195,686.29013835234,406.12076245167003
6,Incidence,39,Tajikistan,2,Female,22,All ages,515,Asthma,3,Rate,1990,494.27480743395,637.00535473409,397.05861504345
6,Incidence,39,Tajikistan,1,Male,22,All ages,515,Asthma,1,Number,2017,18911.43080263181,24991.309133855822,14823.359486670568
6,Incidence,39,Tajikistan,2,Female,22,All ages,515,Asthma,1,Number,2017,18154.03207788628,22977.36064296833,14591.345549336676
6,Incidence,39,Tajikistan,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0013124617360682,0.0017155486937004,0.0010262192752007
6,Incidence,39,Tajikistan,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0012263823633649,0.0015609751734415,0.0009798256459846
6,Incidence,39,Tajikistan,1,Male,22,All ages,515,Asthma,3,Rate,2017,403.05476627708,532.63374765398,315.92668771047
6,Incidence,39,Tajikistan,2,Female,22,All ages,515,Asthma,3,Rate,2017,396.70594531785,502.10639353675,318.85332717133
6,Incidence,36,Kazakhstan,1,Male,22,All ages,515,Asthma,1,Number,1990,22625.4619384826,29206.272338551367,18202.323801653183
6,Incidence,36,Kazakhstan,2,Female,22,All ages,515,Asthma,1,Number,1990,27939.501576208386,34919.132670242965,22988.29880094938
6,Incidence,36,Kazakhstan,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0007528363759369,0.0009572663199439,0.0005997476476639
6,Incidence,36,Kazakhstan,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0009029274063074,0.0011203342566497,0.0007374462147977
6,Incidence,36,Kazakhstan,1,Male,22,All ages,515,Asthma,3,Rate,1990,284.79663625462,367.63218988285996,229.12065198152
6,Incidence,36,Kazakhstan,2,Female,22,All ages,515,Asthma,3,Rate,1990,330.70466978509,413.31876330707996,272.09997798825003
6,Incidence,36,Kazakhstan,1,Male,22,All ages,515,Asthma,1,Number,2017,21956.72559736386,28140.843961345043,17569.106896709236
6,Incidence,36,Kazakhstan,2,Female,22,All ages,515,Asthma,1,Number,2017,27521.34497745649,34136.691447678866,22997.94064600064
6,Incidence,36,Kazakhstan,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0007281354099293,0.0009212602297858,0.0005810098079485
6,Incidence,36,Kazakhstan,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0008467564989382,0.0010435031432567,0.0006901533501328
6,Incidence,36,Kazakhstan,1,Male,22,All ages,515,Asthma,3,Rate,2017,253.17348343837998,324.47987114459,202.58175447049
6,Incidence,36,Kazakhstan,2,Female,22,All ages,515,Asthma,3,Rate,2017,297.3890202239,368.87285965226,248.51020331614998
6,Incidence,27,Samoa,1,Male,22,All ages,515,Asthma,1,Number,1990,481.2473189350546,603.1520677296132,381.7685667173866
6,Incidence,27,Samoa,2,Female,22,All ages,515,Asthma,1,Number,1990,454.8813927316912,557.5202508479179,373.1573222414305
6,Incidence,27,Samoa,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0010766443868127,0.0013648422009672,0.0008316797903145
6,Incidence,27,Samoa,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0010802218312425,0.0013505080161786,0.000874393663305
6,Incidence,27,Samoa,1,Male,22,All ages,515,Asthma,3,Rate,1990,543.1451660267,680.72925723782,430.87149454120004
6,Incidence,27,Samoa,2,Female,22,All ages,515,Asthma,3,Rate,1990,566.28267377552,694.05797506512,464.54422967007
6,Incidence,27,Samoa,1,Male,22,All ages,515,Asthma,1,Number,2017,399.7661856321248,513.1146781395089,310.96555084187963
6,Incidence,27,Samoa,2,Female,22,All ages,515,Asthma,1,Number,2017,431.9204529055261,529.1871988856605,348.682614197706
6,Incidence,27,Samoa,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0007845205060481,0.0010167084704534,0.0006035667035144
6,Incidence,27,Samoa,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0008451469287942,0.0010459028208512,0.0006765197884853
6,Incidence,27,Samoa,1,Male,22,All ages,515,Asthma,3,Rate,2017,381.05610902763,489.09960312835995,296.41157032346996
6,Incidence,27,Samoa,2,Female,22,All ages,515,Asthma,3,Rate,2017,437.52227672822005,536.05053086598,353.20487879905
6,Incidence,6,China,1,Male,22,All ages,515,Asthma,1,Number,1990,3221644.421171369,4190026.822354055,2555806.622710444
6,Incidence,6,China,2,Female,22,All ages,515,Asthma,1,Number,1990,2604456.8653973616,3295881.8234806,2090913.3225026047
6,Incidence,6,China,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0015551119659699,0.0020185362151718,0.0012185651333893
6,Incidence,6,China,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0012953976176911,0.0016455128247945,0.0010297930570212
6,Incidence,6,China,1,Male,22,All ages,515,Asthma,3,Rate,1990,530.88938697806,690.4675005481799,421.16709164069
6,Incidence,6,China,2,Female,22,All ages,515,Asthma,3,Rate,1990,457.22835453388996,578.61224077454,367.07264022013
6,Incidence,6,China,1,Male,22,All ages,515,Asthma,1,Number,2017,2275109.405296023,2981200.420566119,1841571.433085768
6,Incidence,6,China,2,Female,22,All ages,515,Asthma,1,Number,2017,1641031.0595992138,2121051.7667764574,1335514.0552908652
6,Incidence,6,China,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0010366477893565,0.0013441988277904,0.0008212794724521
6,Incidence,6,China,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0007512614434889,0.0009582251180317,0.0006062382878668
6,Incidence,6,China,1,Male,22,All ages,515,Asthma,3,Rate,2017,318.40184861966003,417.21937538668,257.72815465256997
6,Incidence,6,China,2,Female,22,All ages,515,Asthma,3,Rate,2017,240.04913337943998,310.26630208447,195.35827168739
6,Incidence,11,Indonesia,1,Male,22,All ages,515,Asthma,1,Number,1990,774835.2063354015,972343.5566159128,631660.3259908913
6,Incidence,11,Indonesia,2,Female,22,All ages,515,Asthma,1,Number,1990,587567.3504489319,724222.3608071551,491380.8492527343
6,Incidence,11,Indonesia,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0014017838051824,0.0017793340682035,0.0011309924311245
6,Incidence,11,Indonesia,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0010915085269734,0.001354618877691,0.0008942625993346
6,Incidence,11,Indonesia,1,Male,22,All ages,515,Asthma,3,Rate,1990,839.48516059663,1053.47302253,684.36419237441
6,Incidence,11,Indonesia,2,Female,22,All ages,515,Asthma,3,Rate,1990,633.94393464749,781.38510014042,530.16545039083
6,Incidence,11,Indonesia,1,Male,22,All ages,515,Asthma,1,Number,2017,601510.4269018775,719134.80861136,503094.80486087967
6,Incidence,11,Indonesia,2,Female,22,All ages,515,Asthma,1,Number,2017,410083.4203196243,487369.4307129317,353102.74548435
6,Incidence,11,Indonesia,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0009233305609889,0.0011122975038821,0.0007644350827896
6,Incidence,11,Indonesia,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.0006448710604493,0.0007711609308938,0.0005429832301397
6,Incidence,11,Indonesia,1,Male,22,All ages,515,Asthma,3,Rate,2017,447.56840909420004,535.0896806099,374.33988068152
6,Incidence,11,Indonesia,2,Female,22,All ages,515,Asthma,3,Rate,2017,312.17171919026003,371.00488712236,268.79577580273
6,Incidence,13,Malaysia,1,Male,22,All ages,515,Asthma,1,Number,1990,53444.58108679852,66825.32236793386,44195.405759905145
6,Incidence,13,Malaysia,2,Female,22,All ages,515,Asthma,1,Number,1990,53669.15519578128,66132.76639357815,45100.30605670946
6,Incidence,13,Malaysia,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0013962226846827,0.001777215167934,0.0011400822202429
6,Incidence,13,Malaysia,2,Female,22,All ages,515,Asthma,2,Percent,1990,0.0014029685121727,0.0017257573336925,0.0011647996697041
6,Incidence,13,Malaysia,1,Male,22,All ages,515,Asthma,3,Rate,1990,599.42232699087,749.49769314585,495.68566960761
6,Incidence,13,Malaysia,2,Female,22,All ages,515,Asthma,3,Rate,1990,613.29880703547,755.72545509949,515.37915587851
6,Incidence,13,Malaysia,1,Male,22,All ages,515,Asthma,1,Number,2017,59308.55468944115,75496.97832731655,47224.3551078176
6,Incidence,13,Malaysia,2,Female,22,All ages,515,Asthma,1,Number,2017,60197.403881382525,74898.30549512964,49907.64944505095
6,Incidence,13,Malaysia,1,Male,22,All ages,515,Asthma,2,Percent,2017,0.0008593503652871,0.0010935824763771,0.0006753921591773
6,Incidence,13,Malaysia,2,Female,22,All ages,515,Asthma,2,Percent,2017,0.000892652372095,0.0011143281701319,0.0007292000465926
6,Incidence,13,Malaysia,1,Male,22,All ages,515,Asthma,3,Rate,2017,374.69476755919004,476.96867498967,298.3501933728
6,Incidence,13,Malaysia,2,Female,22,All ages,515,Asthma,3,Rate,2017,407.28489977801,506.74857851405005,337.66625621325
6,Incidence,20,Viet Nam,1,Male,22,All ages,515,Asthma,1,Number,1990,257006.77619905976,329625.394964102,201872.5136306117
6,Incidence,20,Viet Nam,2,Female,22,All ages,515,Asthma,1,Number,1990,191612.17821718636,239411.37449910797,157002.70129168316
6,Incidence,20,Viet Nam,1,Male,22,All ages,515,Asthma,2,Percent,1990,0.0017626347632258,0.0022800012118095,0.0013686215050771
